symbol,series,stock_date,previous_close,open_price,high_price,low_price,last_traded_price,close_price,avg_price,total_trade_qty,turnover_in_lacs,no_of_trades,delivered_qty,delivered_percentage,52_week_high,52_week_high_date,52_week_low,52_week_low_date
AUROPHARMA,EQ,2024-10-04,1458.6,1458.0,1489.7,1442.2,1459.95,1466.05,1472.95,923928,13608.97,40180, 406273,43.97,1592.0,2024-09-13,834.65,2023-11-01
AUTOAXLES,EQ,2024-10-04,1897.9,1899.0,1959.9,1885.0,1913.0,1911.75,1905.96,6091,116.09,1306, 3311,54.36,2460.0,2023-11-08,1742.15,2024-03-27
AUTOBEES,EQ,2024-10-04,269.95,278.05,278.05,264.5,268.3,267.31,267.12,313573,837.61,10136, 219825,70.1,285.0,2024-09-30,159.8,2023-10-04
AUTOIETF,EQ,2024-10-04,27.06,27.5,27.62,26.45,26.95,26.79,26.74,770121,205.94,9102, 487179,63.26,28.36,2024-09-30,15.98,2023-10-04
AUTOIND,EQ,2024-10-04,124.74,124.74,126.59,120.05,122.85,121.74,122.95,188769,232.1,2858, 100005,52.98,165.3,2024-02-15,94.0,2023-10-26
AVADHSUGAR,EQ,2024-10-04,796.2,796.2,804.0,760.0,767.0,768.1,780.64,171182,1336.32,6425, 49268,28.78,855.0,2023-11-29,479.55,2024-06-04
AVALON,EQ,2024-10-04,560.05,559.35,566.15,537.45,558.2,561.95,556.6,140609,782.64,6144, 39526,28.11,667.0,2024-09-24,425.0,2024-08-09
AVANTEL,EQ,2024-10-04,179.73,180.58,183.0,174.21,178.6,178.35,179.0,665797,1191.75,15015, 270489,40.63,211.4,2024-07-31,166.0,2024-09-09
AVANTIFEED,EQ,2024-10-04,613.0,613.0,619.8,602.0,608.8,607.25,610.79,219930,1343.31,18523, 84117,38.25,793.0,2024-08-09,385.9,2023-10-26
AVG,EQ,2024-10-04,447.7,441.55,450.45,433.35,444.0,444.0,441.69,23021,101.68,1034, 12712,55.22,668.4,2024-02-27,250.95,2023-10-25
AVTNPL,EQ,2024-10-04,88.95,88.05,89.39,87.0,87.05,87.1,87.72,152066,133.39,1813, 83300,54.78,115.65,2024-02-21,74.0,2024-06-04
AWFIS,EQ,2024-10-04,675.55,673.9,680.5,650.0,676.4,672.05,666.68,189616,1264.14,12087, 66343,34.99,946.0,2024-08-22,371.4,2024-06-04
AWHCL,EQ,2024-10-04,719.9,719.05,733.45,684.9,701.6,699.0,710.83,112380,798.83,5861, 62635,55.74,902.0,2024-07-26,354.95,2023-10-26
AWL,EQ,2024-10-04,340.15,341.95,343.0,335.0,337.6,336.45,338.75,1376292,4662.22,28895, 595125,43.24,410.5,2023-12-06,285.8,2023-11-20
AXISBANK,EQ,2024-10-04,1175.7,1175.5,1202.8,1174.0,1183.0,1178.4,1185.15,13064515,154834.34,268686, 7576541,57.99,1339.65,2024-07-12,951.4,2023-10-25
AXISBNKETF,EQ,2024-10-04,531.11,532.0,534.6,525.71,526.57,526.23,530.4,4309,22.85,118, 4207,97.63,566.49,2024-09-25,427.6,2023-10-26
AXISBPSETF,EQ,2024-10-04,12.03,12.4,12.4,12.02,12.03,12.05,12.04,147089,17.7,444, 133894,91.03,14.0,2024-08-22,9.5,2024-03-28
AXISCADES,EQ,2024-10-04,559.2,560.95,572.0,550.0,559.0,556.35,561.59,77690,436.3,3187, 32607,41.97,850.0,2024-02-02,432.55,2024-06-05
AXISCETF,EQ,2024-10-04,129.57,131.95,131.95,126.1,126.2,127.9,127.3,11941,15.2,281, 5675,47.53,140.0,2024-09-27,83.01,2024-03-13
AXISGOLD,EQ,2024-10-04,64.15,64.87,64.87,64.16,64.44,64.36,64.46,298628,192.5,1448, 214030,71.67,65.48,2024-10-01,47.92,2023-10-06
AXISHCETF,EQ,2024-10-04,148.42,148.45,149.48,145.65,148.01,147.96,147.94,13054,19.31,188, 7127,54.6,156.27,2024-09-16,85.7,2023-12-04
AXISILVER,EQ,2024-10-04,91.66,92.13,93.24,92.13,92.6,92.68,92.98,47122,43.82,400, 41863,88.84,97.38,2024-05-21,69.38,2023-10-05
AXISNIFTY,EQ,2024-10-04,274.62,282.85,282.85,271.0,271.0,271.64,272.84,32570,88.86,372, 22000,67.55,288.5,2024-09-27,197.9,2023-11-02
AXISTECETF,EQ,2024-10-04,444.45,444.01,451.11,439.54,443.49,444.84,446.74,2649,11.83,126, 1538,58.06,465.98,2024-09-16,315.0,2023-10-26
AXITA,EQ,2024-10-04,16.26,16.26,16.53,15.99,16.3,16.19,16.13,4500986,726.21,12769, 1274677,28.32,26.55,2024-01-09,14.51,2023-10-09
AXSENSEX,EQ,2024-10-04,87.16,87.16,87.9,82.76,85.26,83.84,84.15,54613,45.96,895, 43152,79.01,98.0,2024-10-01,62.95,2023-11-01
AZAD,EQ,2024-10-04,1424.55,1420.0,1425.95,1380.0,1408.95,1398.2,1404.81,136174,1912.98,13548, 75616,55.53,2080.0,2024-06-20,642.4,2024-01-17
BAGFILMS,EQ,2024-10-04,13.15,13.47,13.99,12.42,12.63,12.66,13.31,4319257,574.73,8681, 1757955,40.7,15.4,2024-01-05,5.15,2023-10-09
BAJAJ-AUTO,EQ,2024-10-04,11806.45,11661.2,11948.3,11639.0,11770.0,11774.4,11769.14,650553,76564.47,103639, 389405,59.86,12774.0,2024-09-27,4903.05,2023-10-04
BAJAJCON,EQ,2024-10-04,238.3,239.4,243.09,235.0,241.3,240.22,239.81,228783,548.65,10066, 111525,48.75,288.95,2024-09-04,199.75,2024-02-13
BAJAJELEC,EQ,2024-10-04,948.15,951.15,952.45,919.2,931.4,928.9,930.5,71080,661.4,8832, 36198,50.93,1148.0,2023-10-16,820.15,2024-06-04
BAJAJFINSV,EQ,2024-10-04,1913.4,1913.3,1935.0,1865.25,1886.5,1884.55,1896.07,2423416,45949.59,117523, 862883,35.61,2029.9,2024-09-27,1419.05,2024-06-04
BAJAJHCARE,EQ,2024-10-04,382.9,378.3,385.7,367.1,369.8,368.9,375.89,98849,371.56,2566, 55266,55.91,513.4,2023-10-16,263.3,2024-06-04
BAJAJHFL,EQ,2024-10-04,150.6,152.5,153.75,148.3,150.9,150.6,151.35,28716395,43463.52,177926, 8670749,30.19,188.5,2024-09-18,146.0,2024-09-16
BAJAJHIND,EQ,2024-10-04,41.29,41.29,41.94,39.94,40.59,40.45,41.01,24769576,10157.01,52943, 6784408,27.39,46.1,2024-07-31,22.5,2023-10-26
BAJAJHLDNG,EQ,2024-10-04,10519.1,10411.0,10570.85,10195.05,10320.0,10368.35,10372.88,29133,3021.93,10851, 12125,41.62,11350.0,2024-09-20,6627.9,2023-10-30
BAJEL,EQ,2024-10-04,286.0,285.0,291.8,275.1,282.4,281.55,283.85,548491,1556.89,8648, 252407,46.02,330.0,2024-07-05,108.25,2024-01-03
BAJFINANCE,EQ,2024-10-04,7433.85,7420.0,7430.0,7155.0,7221.0,7211.35,7271.26,1768111,128563.98,177344, 623893,35.29,8192.0,2023-10-06,6187.8,2024-03-06
BALAJEE,EQ,2024-10-04,78.4,78.7,79.6,76.94,78.75,78.68,78.25,448756,351.15,4710, 181383,40.42,99.22,2024-09-13,77.71,2024-10-03
BALAMINES,EQ,2024-10-04,2264.3,2264.3,2277.8,2200.25,2240.95,2247.8,2244.25,54899,1232.07,9701, 23352,42.54,2735.0,2024-01-01,1960.0,2024-06-04
BALAXI,EQ,2024-10-04,101.44,102.0,102.71,99.0,100.0,99.58,101.13,35878,36.28,656, 24405,68.02,151.45,2024-05-30,79.99,2023-10-31
BALKRISHNA,EQ,2024-10-04,27.23,27.23,27.88,26.05,26.24,26.23,26.9,145014,39.01,1596, 56330,38.84,39.31,2024-01-29,18.61,2023-10-23
BALKRISIND,EQ,2024-10-04,2964.75,2964.75,2986.95,2847.15,2860.0,2859.55,2881.98,189359,5457.29,26058, 72594,38.34,3375.0,2024-08-01,2193.8,2024-03-11
BALMLAWRIE,EQ,2024-10-04,266.8,266.05,268.35,257.05,258.0,258.05,261.75,330055,863.91,10822, 152616,46.24,320.45,2024-05-23,129.4,2023-10-26
BALRAMCHIN,EQ,2024-10-04,668.75,668.4,675.95,653.2,663.0,660.7,665.58,2726975,18150.14,53638, 796340,29.2,691.8,2024-10-03,343.5,2024-03-14
BALUFORGE,EQ,2024-10-04,771.6,772.75,794.3,751.15,771.0,766.35,772.48,403015,3113.22,15459, 180327,44.74,886.95,2024-09-24,222.85,2024-06-04
BANARBEADS,EQ,2024-10-04,111.65,111.99,114.0,102.11,103.96,103.58,107.61,36692,39.48,1317, 14890,40.58,119.95,2024-02-08,81.7,2024-06-04
BANARISUG,EQ,2024-10-04,3697.75,3700.0,3800.0,3700.0,3705.0,3754.05,3748.81,5342,200.26,1319, 2473,46.29,3797.0,2024-10-01,2189.2,2024-06-05
BANCOINDIA,EQ,2024-10-04,724.4,724.4,783.9,700.05,750.0,746.7,756.34,792460,5993.72,59753, 166192,20.97,799.15,2024-07-29,410.75,2023-10-26
BANDHANBNK,EQ,2024-10-04,189.01,189.0,190.93,186.52,186.99,186.86,188.33,11285553,21254.64,73274, 4919956,43.6,263.1,2024-01-04,169.15,2024-06-04
BANG,EQ,2024-10-04,53.66,53.66,54.71,52.21,52.5,53.31,53.39,25287,13.5,820, 11136,44.04,75.8,2023-11-17,41.8,2023-10-26
BANKA,EQ,2024-10-04,112.8,113.35,114.96,111.0,112.2,111.73,112.68,9156,10.32,200, 5901,64.45,166.8,2024-02-02,66.55,2023-10-26
BANKBARODA,EQ,2024-10-04,245.06,247.73,255.7,244.34,250.2,250.59,251.74,41064802,103377.38,292694, 15184256,36.98,299.7,2024-06-03,187.85,2023-10-26
BANKBEES,EQ,2024-10-04,534.55,534.98,538.0,528.5,530.99,529.88,531.7,2097858,11154.33,28431, 1746760,83.26,558.78,2024-09-24,430.1,2023-10-26
BANKBETF,EQ,2024-10-04,52.32,53.09,53.09,51.72,51.98,51.95,52.13,27183,14.17,372, 22520,82.85,62.13,2024-08-02,41.51,2024-08-16
BANKETF,EQ,2024-10-04,523.55,523.84,527.86,518.58,520.14,519.38,522.46,11620,60.71,429, 8501,73.16,551.94,2024-09-26,421.0,2023-10-18
BANKETFADD,EQ,2024-10-04,52.9,52.84,53.0,52.14,52.49,52.32,52.56,12984,6.82,145, 11051,85.11,58.92,2024-06-04,40.75,2024-04-15
BANKIETF,EQ,2024-10-04,52.9,53.27,53.5,51.84,52.56,52.41,52.63,598630,315.05,2346, 459470,76.75,56.45,2024-09-30,44.88,2024-01-25
BANKINDIA,EQ,2024-10-04,109.27,109.29,109.64,106.8,108.76,108.76,108.6,5400033,5864.65,38383, 2295280,42.5,157.95,2024-04-30,86.4,2023-10-26
BANKNIFTY1,EQ,2024-10-04,538.05,538.05,541.97,530.55,532.91,531.98,536.08,108496,581.63,969, 101047,93.13,560.97,2024-09-30,429.13,2023-10-26
BANSALWIRE,EQ,2024-10-04,426.25,428.1,432.6,422.75,428.8,428.25,427.85,209287,895.43,6752, 107631,51.43,468.65,2024-09-30,325.1,2024-07-23
BANSWRAS,EQ,2024-10-04,137.65,137.65,139.59,134.51,134.52,135.77,136.68,74704,102.1,1710, 50297,67.33,182.59,2024-07-24,133.05,2024-06-04
BARBEQUE,EQ,2024-10-04,640.3,639.95,649.9,635.55,640.05,641.25,641.7,56514,362.65,2968, 33678,59.59,777.0,2023-10-06,461.05,2024-06-04
BASF,EQ,2024-10-04,8111.15,8119.0,8245.0,7900.0,8200.05,8182.95,8159.57,65952,5381.4,13710, 25874,39.23,8246.0,2024-10-01,2430.0,2023-10-23
BATAINDIA,EQ,2024-10-04,1374.7,1361.0,1385.0,1350.3,1368.25,1364.55,1368.27,487982,6676.91,32439, 162362,33.27,1724.25,2023-12-20,1269.0,2024-06-04
BAYERCROP,EQ,2024-10-04,6497.05,6456.8,6698.0,6300.05,6622.35,6641.05,6550.44,132122,8654.57,17399, 95221,72.07,7196.85,2024-08-08,4812.9,2023-10-30
BBETF0432,EQ,2024-10-04,1194.86,1196.0,1200.1,1194.87,1197.0,1196.99,1197.04,2335,27.95,42, 2107,90.24,1325.38,2024-01-01,865.81,2023-10-11
BBL,EQ,2024-10-04,4678.2,4607.0,4735.0,4560.05,4670.0,4677.65,4672.17,19731,921.87,4894, 9875,50.05,5689.65,2024-07-11,1712.5,2023-10-26
BBNPNBETF,EQ,2024-10-04,52.01,50.71,52.15,50.71,51.73,51.73,51.91,3203,1.66,28, 2994,93.47,56.15,2024-09-30,49.5,2024-08-16
BBNPPGOLD,EQ,2024-10-04,74.9,75.05,75.4,73.5,74.6,74.6,75.23,22047,16.59,60, 21721,98.52,77.9,2024-09-30,54.0,2024-03-22
BBTC,EQ,2024-10-04,2783.5,2783.5,2828.0,2708.45,2777.35,2761.45,2778.73,86812,2412.27,15604, 23664,27.26,2975.0,2024-10-01,1166.65,2023-10-19
BBTCL,EQ,2024-10-04,230.97,230.86,235.0,227.14,227.21,231.35,231.0,2537,5.86,206, 1362,53.69,314.3,2024-03-04,220.05,2024-09-09
BCLIND,EQ,2024-10-04,56.4,57.95,59.87,57.01,57.5,57.31,57.94,4660119,2699.94,21474, 1406546,30.18,86.3,2024-02-16,45.14,2023-10-25
BCONCEPTS,EQ,2024-10-04,624.5,639.0,643.0,618.0,623.75,624.1,632.64,10402,65.81,731, 6794,65.31,966.1,2024-01-29,460.1,2023-10-10
BDL,EQ,2024-10-04,1122.9,1124.95,1132.0,1089.0,1108.0,1108.35,1113.11,634583,7063.62,52077, 231645,36.5,1794.7,2024-07-05,450.0,2023-10-25
BEARDSELL,EQ,2024-10-04,50.55,50.4,50.4,46.01,46.9,46.71,47.87,748422,358.29,9067, 271291,36.25,58.9,2024-02-01,31.53,2024-07-23
BECTORFOOD,EQ,2024-10-04,1855.4,1855.4,1880.45,1835.05,1840.0,1839.5,1851.39,162909,3016.09,21281, 110908,68.08,2200.0,2024-09-20,963.1,2023-10-26
BEDMUTHA,EQ,2024-10-04,214.2,214.06,221.48,207.03,215.0,214.0,215.56,24040,51.82,1024, 13041,54.25,314.4,2024-02-01,125.0,2023-10-27
BEL,EQ,2024-10-04,278.7,278.7,281.9,273.55,277.4,277.2,278.23,17451235,48554.58,156166, 8420535,48.25,340.5,2024-07-10,127.0,2023-10-26
BEML,EQ,2024-10-04,3654.7,3674.95,3717.0,3559.55,3690.0,3664.0,3646.74,191670,6989.7,29583, 47960,25.02,5488.0,2024-07-05,1905.05,2023-10-26
BEPL,EQ,2024-10-04,149.01,149.0,151.29,144.3,146.65,146.64,148.06,1122223,1661.56,15699, 436276,38.88,177.0,2024-09-04,81.6,2024-03-14
BERGEPAINT,EQ,2024-10-04,597.05,588.1,592.95,574.25,579.5,576.95,581.19,1777023,10327.92,50495, 648316,36.48,629.5,2024-09-17,439.0,2024-06-04
BESTAGRO,EQ,2024-10-04,557.05,562.6,563.95,548.0,552.55,551.35,554.08,78099,432.73,2515, 53296,68.24,732.35,2024-06-25,490.85,2024-06-04
BFINVEST,EQ,2024-10-04,620.4,620.4,678.8,619.55,630.0,633.95,657.55,581520,3823.76,20772, 95557,16.43,728.0,2024-07-02,447.0,2023-10-26
BFSI,EQ,2024-10-04,24.49,24.56,24.68,23.9,24.26,24.22,24.29,1237925,300.7,4233, 1134317,91.63,25.9,2024-09-30,19.0,2023-10-04
BFUTILITIE,EQ,2024-10-04,988.9,1012.0,1095.0,1003.9,1040.5,1032.3,1053.29,2283262,24049.44,62831, 473995,20.76,1044.0,2024-09-27,537.15,2023-10-26
BHAGCHEM,EQ,2024-10-04,355.85,355.0,358.95,345.0,354.25,355.3,353.25,106010,374.48,2536, 67985,64.13,447.7,2024-08-26,128.67,2023-10-04
BHAGERIA,EQ,2024-10-04,238.43,238.43,238.43,230.5,231.0,231.48,234.07,53608,125.48,1629, 27767,51.8,287.4,2024-09-16,140.0,2024-06-04
BHAGYANGR,EQ,2024-10-04,102.78,104.0,104.0,101.5,102.01,102.39,102.43,34529,35.37,1029, 19481,56.42,128.89,2024-07-04,63.0,2023-11-20
BHANDARI,EQ,2024-10-04,6.74,6.82,6.9,6.3,6.5,6.59,6.72,736727,49.51,1702, 475608,64.56,11.32,2024-02-08,4.95,2023-10-26
BHARATFORG,EQ,2024-10-04,1489.25,1488.0,1498.95,1460.15,1479.9,1473.8,1477.83,1162303,17176.82,53263, 706311,60.77,1804.5,2024-06-21,1002.3,2023-10-30
BHARATGEAR,EQ,2024-10-04,103.29,103.1,105.01,102.0,103.11,103.2,103.7,30417,31.54,813, 15150,49.81,134.0,2024-02-27,96.5,2024-06-04
BHARATRAS,EQ,2024-10-04,11222.55,11400.0,11495.0,11060.25,11342.0,11303.3,11287.98,5030,567.79,1643, 1644,32.68,14284.5,2024-09-09,8332.75,2024-03-13
BHARATWIRE,EQ,2024-10-04,268.65,264.65,267.6,259.7,261.45,262.25,263.45,122166,321.85,2065, 61022,49.95,400.6,2024-01-12,223.65,2024-08-14
BHARTIARTL,EQ,2024-10-04,1673.45,1670.05,1686.7,1630.15,1644.0,1640.9,1653.76,8576527,141835.51,291710, 5465345,63.72,1779.0,2024-09-26,895.45,2023-11-01
BHARTIHEXA,EQ,2024-10-04,1386.95,1399.95,1477.35,1348.25,1406.25,1407.0,1426.4,1206208,17205.38,91715, 218686,18.13,1568.0,2024-09-27,755.0,2024-04-12
BHEL,EQ,2024-10-04,268.95,268.95,272.75,262.25,268.35,267.6,267.92,11763747,31517.5,95078, 2580236,21.93,335.35,2024-07-09,113.5,2023-10-26
BIGBLOC,EQ,2024-10-04,116.81,117.66,118.34,114.0,115.06,114.45,115.59,142823,165.1,3760, 79535,55.69,147.32,2024-07-18,72.55,2023-10-26
BIKAJI,EQ,2024-10-04,920.4,919.85,933.95,896.45,901.65,901.0,911.67,400345,3649.84,23548, 152371,38.06,1007.95,2024-09-27,450.2,2023-10-26
BIL,EQ,2024-10-04,638.55,632.7,657.0,617.05,643.0,648.9,646.14,13041,84.26,1781, 6442,49.4,679.85,2024-09-25,210.7,2023-10-05
BIOCON,EQ,2024-10-04,356.55,359.35,360.15,345.1,345.6,346.35,351.06,5693848,19988.75,43737, 2898746,50.91,395.8,2024-09-17,217.5,2023-10-31
BIOFILCHEM,EQ,2024-10-04,77.3,78.5,80.7,76.51,76.7,77.98,78.46,78616,61.68,1397, 45493,57.87,91.87,2024-09-16,45.35,2023-10-26
BIRLACABLE,EQ,2024-10-04,250.05,247.6,252.1,246.55,248.7,247.8,249.17,26707,66.55,981, 13556,50.76,341.35,2023-10-13,209.0,2024-06-04
BIRLACORPN,EQ,2024-10-04,1265.5,1265.5,1271.8,1234.0,1244.0,1242.75,1248.11,125918,1571.6,21448, 51808,41.14,1802.0,2024-02-27,1137.85,2023-10-26
BLAL,EQ,2024-10-04,236.95,235.0,246.59,230.1,232.0,233.09,239.18,241393,577.35,3804, 94150,39.0,377.45,2024-02-06,151.2,2023-10-26
BLISSGVS,EQ,2024-10-04,131.34,131.01,134.3,128.2,131.0,130.27,131.56,593672,781.03,6195, 188084,31.68,149.6,2023-11-28,77.35,2023-10-26
BLKASHYAP,EQ,2024-10-04,90.55,90.2,94.01,88.69,91.51,91.93,92.0,968834,891.32,6596, 563913,58.21,120.66,2024-08-28,58.9,2023-10-26
BLS,EQ,2024-10-04,357.8,360.8,364.2,348.7,359.0,354.5,355.54,3244237,11534.53,62706, 1020424,31.45,474.4,2024-09-13,230.0,2023-10-26
BLSE,EQ,2024-10-04,221.29,220.05,223.79,215.8,218.0,217.81,218.59,705958,1543.17,11954, 396746,56.2,423.7,2024-02-07,205.0,2024-08-14
BLUEDART,EQ,2024-10-04,8566.35,8600.0,8799.0,8250.0,8334.85,8308.65,8611.18,81450,7013.8,10814, 49470,60.74,9488.7,2024-09-17,5486.6,2024-03-19
BLUEJET,EQ,2024-10-04,502.05,500.75,511.75,482.1,494.25,493.35,498.06,106528,530.57,3313, 57140,53.64,553.35,2024-09-25,319.5,2023-12-12
BLUESTARCO,EQ,2024-10-04,2147.15,2122.6,2152.95,2050.0,2063.0,2056.15,2102.94,374539,7876.34,44127, 193373,51.63,2199.55,2024-09-30,814.0,2023-10-31
BODALCHEM,EQ,2024-10-04,81.68,81.59,83.9,80.42,83.6,83.12,82.35,925078,761.79,5297, 458893,49.61,100.95,2024-03-07,65.8,2024-06-04
BOMDYEING,EQ,2024-10-04,231.67,233.02,237.86,225.3,227.25,226.84,232.9,6858249,15972.64,68286, 1844107,26.89,243.2,2024-07-25,134.1,2024-06-04
BOROLTD,EQ,2024-10-04,406.35,404.25,415.0,398.5,411.0,410.55,407.78,139623,569.35,5351, 91665,65.65,451.9,2023-12-04,285.25,2024-06-04
BORORENEW,EQ,2024-10-04,478.25,478.0,479.55,465.05,471.7,470.9,472.67,283499,1340.0,20779, 121914,43.0,669.35,2024-02-01,391.05,2023-10-26
BOROSCI,EQ,2024-10-04,182.7,182.8,187.52,180.11,184.0,184.09,184.14,141971,261.43,2801, 65479,46.12,230.0,2024-07-01,138.0,2024-06-14
BOSCHLTD,EQ,2024-10-04,37122.8,37150.0,37150.0,36420.55,36750.0,36734.5,36800.56,35351,13009.37,13710, 11716,33.14,38179.9,2024-09-27,18600.0,2023-10-04
BPCL,EQ,2024-10-04,348.85,342.5,347.95,334.35,340.8,340.25,341.21,18185208,62049.99,175111, 6051632,33.28,376.0,2024-09-30,165.73,2023-10-26
BRIGADE,EQ,2024-10-04,1369.7,1368.95,1419.7,1357.5,1369.9,1370.0,1374.09,675188,9277.71,36576, 466981,69.16,1453.1,2024-06-25,572.05,2023-10-04
BRITANNIA,EQ,2024-10-04,6331.75,6278.25,6339.95,6179.85,6200.0,6206.0,6251.98,395753,24742.39,49113, 245528,62.04,6469.9,2024-10-03,4347.7,2023-11-01
BRNL,EQ,2024-10-04,47.56,46.56,48.49,46.5,47.14,46.67,47.09,52012,24.49,1598, 28421,54.64,98.5,2024-01-30,37.45,2023-10-26
BSE,EQ,2024-10-04,3953.6,3980.0,4194.3,3851.0,4115.0,4108.15,4080.91,7604579,310335.67,460171, 1111115,14.61,4235.0,2024-10-03,1252.65,2023-10-04
BSE500IETF,EQ,2024-10-04,40.3,40.3,40.3,39.5,39.73,39.68,39.88,494901,197.38,2539, 336469,67.99,47.6,2024-08-28,24.2,2023-10-16
BSHSL,EQ,2024-10-04,177.69,181.0,181.0,163.0,168.85,170.52,174.21,47701,83.1,1502, 27072,56.75,301.95,2023-12-13,172.05,2024-09-26
BSL,EQ,2024-10-04,218.79,216.0,222.4,212.8,213.24,214.12,216.86,11559,25.07,487, 8594,74.35,257.77,2024-08-06,159.0,2024-03-28
BSLGOLDETF,EQ,2024-10-04,67.46,68.0,68.0,67.47,67.9,67.87,67.8,543238,368.33,452, 533030,98.12,78.0,2024-07-16,50.71,2023-10-05
BSLNIFTY,EQ,2024-10-04,29.09,29.37,29.37,28.68,29.1,28.76,29.01,1101010,319.36,9756, 904253,82.13,30.45,2024-10-03,20.0,2023-10-16
BSLSENETFG,EQ,2024-10-04,82.35,83.97,83.97,80.91,80.92,81.24,81.62,8215,6.71,320, 5252,63.93,87.7,2024-09-27,61.6,2023-10-26
BSOFT,EQ,2024-10-04,590.0,590.0,596.0,580.0,582.5,581.15,587.85,2521388,14822.02,71083, 877782,34.81,861.85,2024-02-06,480.0,2023-10-04
BUTTERFLY,EQ,2024-10-04,977.4,971.4,990.0,965.2,970.1,971.0,974.16,17493,170.41,1127, 8755,50.05,1250.0,2024-09-19,674.9,2024-06-04
BVCL,EQ,2024-10-04,59.98,61.0,62.49,57.81,59.69,59.22,60.16,96172,57.86,2728, 39201,40.76,77.0,2024-02-09,34.85,2023-10-26
BYKE,EQ,2024-10-04,70.52,68.61,71.9,68.25,69.33,68.65,70.17,60770,42.64,705, 43959,72.34,91.1,2024-08-01,37.85,2023-10-31
CAMLINFINE,EQ,2024-10-04,100.42,100.75,104.24,99.13,102.01,102.03,102.66,675144,693.12,8440, 255540,37.85,168.8,2023-10-05,79.95,2024-06-04
CAMPUS,EQ,2024-10-04,324.9,325.0,335.6,318.45,323.5,321.7,327.52,1366581,4475.89,45165, 407838,29.84,371.9,2024-09-25,213.0,2024-03-28
CAMS,EQ,2024-10-04,4422.4,4412.95,4439.0,4245.3,4266.0,4266.5,4306.28,292643,12602.03,47548, 120828,41.29,4910.0,2024-07-31,2230.0,2023-11-01
CANBK,EQ,2024-10-04,107.96,108.0,110.35,106.51,107.92,107.62,108.48,22926805,24871.88,112933, 7210472,31.45,128.9,2024-06-03,68.42,2023-10-26
CANFINHOME,EQ,2024-10-04,883.9,880.0,880.0,833.0,851.0,847.15,851.2,864805,7361.26,46498, 332931,38.5,951.75,2024-09-13,680.0,2024-06-04
CANTABIL,EQ,2024-10-04,238.64,238.64,245.18,237.01,237.1,238.65,241.18,109407,263.87,2554, 46546,42.54,309.5,2024-07-15,180.55,2024-03-13
CAPACITE,EQ,2024-10-04,380.75,380.9,387.95,374.0,382.0,380.55,380.62,1093502,4162.11,28917, 274531,25.11,415.0,2024-09-27,187.3,2023-10-26
CAPITALSFB,EQ,2024-10-04,295.8,298.95,298.95,294.05,295.6,294.7,295.63,36059,106.6,808, 22087,61.25,469.0,2024-02-15,288.6,2024-09-19
CAPLIPOINT,EQ,2024-10-04,2001.45,2005.0,2019.95,1930.0,1970.4,1969.25,1970.12,129658,2554.42,15838, 29151,22.48,2158.8,2024-09-05,954.0,2023-10-26
CARBORUNIV,EQ,2024-10-04,1462.65,1465.0,1490.95,1436.35,1461.0,1469.1,1455.53,86358,1256.97,8771, 55995,64.84,1841.15,2024-06-20,1025.6,2024-02-27
CARERATING,EQ,2024-10-04,1033.45,1040.0,1125.0,1030.0,1096.25,1104.95,1093.4,538171,5884.39,28564, 186034,34.57,1263.95,2024-02-27,831.2,2023-11-02
CARTRADE,EQ,2024-10-04,933.0,933.0,944.65,903.0,906.05,908.2,919.7,152132,1399.15,18215, 74786,49.16,1034.3,2024-09-25,576.15,2023-10-04
CARYSIL,EQ,2024-10-04,784.15,785.95,793.0,760.8,765.0,766.1,778.76,105515,821.71,11957, 65092,61.69,1150.95,2024-02-13,593.05,2023-10-26
CASTROLIND,EQ,2024-10-04,235.78,235.1,238.1,227.57,230.4,228.47,231.99,5309170,12316.49,84731, 2201948,41.47,284.4,2024-08-27,132.4,2023-11-07
CCL,EQ,2024-10-04,676.8,679.0,690.9,663.15,670.05,666.5,673.55,227036,1529.2,14873, 130870,57.64,855.0,2024-09-04,551.6,2024-05-22
CDSL,EQ,2024-10-04,1415.3,1415.3,1428.2,1366.2,1381.4,1373.8,1396.79,3344049,46709.35,180382, 1422506,42.54,1664.4,2024-08-23,631.0,2023-10-26
CEATLTD,EQ,2024-10-04,3071.75,3074.05,3210.0,2985.75,3060.0,3054.9,3108.45,456057,14176.3,46693, 214932,47.13,3263.0,2024-09-27,2056.35,2023-10-09
CEIGALL,EQ,2024-10-04,390.15,390.2,397.0,381.8,387.4,388.0,391.2,561640,2197.15,18449, 256662,45.7,424.8,2024-08-08,367.9,2024-09-10
CELEBRITY,EQ,2024-10-04,16.24,16.44,16.44,15.61,15.66,15.76,16.04,193643,31.05,903, 143819,74.27,23.95,2024-04-23,14.4,2024-03-14
CELLO,EQ,2024-10-04,889.25,894.0,899.0,870.2,890.0,892.75,888.22,84842,753.59,9116, 40706,47.98,1025.0,2024-07-04,711.2,2024-03-14
CENTENKA,EQ,2024-10-04,669.45,669.45,679.8,639.0,646.0,645.0,652.02,80839,527.09,3249, 47932,59.29,864.9,2024-08-21,377.75,2024-03-13
CENTRALBK,EQ,2024-10-04,57.55,57.5,58.37,56.56,57.96,57.91,57.78,4088917,2362.72,20538, 1177122,28.79,76.9,2024-02-07,40.85,2023-10-26
